Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,In stock?,Stock,Weight (kg),Length (cm),Width (cm),Height (cm),Sale price,Regular price,Categories,Tags,Images,Parent,Brands,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default
variation,9506392999942,Raved Tafelzeil – 140 cm x 230 cm – Bloemen Bijen – PVC – Afwasbaar,1,,visible,,,1,999,,,,,23.95,43.89,Tafellaken,,https://media.s-bol.com/o12X7nzOEmoX/vg6wnK5/1200x1200.jpg,RAV-RAVEDTAFEL-9300000095463383,Raved,7,Size,140 x 230 cm,,0,,,,,,
variation,9508813213132,Raved Tafelzeil – 140 cm x 240 cm – Bloemen Bijen – PVC – Afwasbaar,1,,visible,,,1,999,,,,,23.95,43.89,Tafellaken,,https://media.s-bol.com/r1kVXqDGLMpL/k5WgY96/1200x1200.jpg,RAV-RAVEDTAFEL-9300000095463383,Raved,8,Size,140 x 240 cm,,0,,,,,,
variation,9503793675482,Raved Tafelzeil – 140 cm x 250 cm – Bloemen Bijen – PVC – Afwasbaar,1,,visible,,,1,999,,,,,23.95,43.89,Tafellaken,,https://media.s-bol.com/KDr9m7xKKR4x/48n2AEx/1200x1200.jpg,RAV-RAVEDTAFEL-9300000095463383,Raved,9,Size,140 x 250 cm,,0,,,,,,
variation,9504677319652,Raved Tafelzeil – 140 cm x 260 cm – Bloemen Bijen – PVC – Afwasbaar,1,,visible,,,1,999,,,,,23.95,43.89,Tafellaken,,https://media.s-bol.com/KDr9m7qGPEl8/8qrgGP3/1200x1200.jpg,RAV-RAVEDTAFEL-9300000095463383,Raved,10,Size,140 x 260 cm,,0,,,,,,
variation,9507425972536,Raved Tafelzeil – 140 cm x 270 cm – Bloemen Bijen – PVC – Afwasbaar,1,,visible,,,1,999,,,,,23.95,43.89,Tafellaken,,https://media.s-bol.com/xgkL9zMWgZK3/qjWogwp/1200x1200.jpg,RAV-RAVEDTAFEL-9300000095463383,Raved,11,Size,140 x 270 cm,,0,,,,,,
variation,9501529413995,Raved Tafelzeil – 140 cm x 280 cm – Bloemen Bijen – PVC – Afwasbaar,1,,visible,,,1,999,,,,,23.95,43.89,Tafellaken,,https://media.s-bol.com/m5ZNG0pkPjxA/98vjJRD/1200x1200.jpg,RAV-RAVEDTAFEL-9300000095463383,Raved,12,Size,140 x 280 cm,,0,,,,,,
variation,9509456738846,Raved Tafelzeil – 140 cm x 290 cm – Bloemen Bijen – PVC – Afwasbaar,1,,visible,,,1,999,,,,,23.95,43.89,Tafellaken,,https://media.s-bol.com/m5ZNGO4ByPkO/nZWl2n7/1200x1200.jpg,RAV-RAVEDTAFEL-9300000095463383,Raved,13,Size,140 x 290 cm,,0,,,,,,
variation,9501243951858,Raved Tafelzeil – 140 cm x 300 cm – Bloemen Bijen – PVC – Afwasbaar,1,,visible,,,1,999,,,,,23.95,43.89,Tafellaken,,https://media.s-bol.com/r1kVXqDGLMpL/k5WgY96/1200x1200.jpg,RAV-RAVEDTAFEL-9300000095463383,Raved,14,Size,140 x 300 cm,,0,,,,,,
variation,9502494867868,Raved Tafelzeil – 140 cm x 310 cm – Bloemen Bijen – PVC – Afwasbaar,1,,visible,,,1,999,,,,,23.95,43.89,Tafellaken,,https://media.s-bol.com/g0JM6Do9qzVj/lOW0ZjM/1200x1200.jpg,RAV-RAVEDTAFEL-9300000095463383,Raved,15,Size,140 x 310 cm,,0,,,,,,
variation,9508182571383,Raved Tafelzeil – 140 cm x 320 cm – Bloemen Bijen – PVC – Afwasbaar,1,,visible,,,1,999,,,,,23.95,43.89,Tafellaken,,https://media.s-bol.com/LE9Wn1rGQBmv/mwWk1lG/1200x1200.jpg,RAV-RAVEDTAFEL-9300000095463383,Raved,16,Size,140 x 320 cm,,0,,,,,,
variation,9505343665516,Raved Tafelzeil – 140 cm x 350 cm – Bloemen Bijen – PVC – Afwasbaar,1,,visible,,,1,999,,,,,23.95,43.89,Tafellaken,,https://media.s-bol.com/yjP2MAN4V6ME/58oMBJ8/1200x1200.jpg,RAV-RAVEDTAFEL-9300000095463383,Raved,17,Size,140 x 350 cm,,0,,,,,,
variable,RAV-RAVEDTAFEL-9300000179282489,Raved Tafelzeil 140 140 - PVC - Afwasbaar,1,,visible,,"<p>Breng kleur en gemak naar jouw tafel met dit <strong>afwasbare PVC-tafelzeil</strong> in vrolijk rood fruitdessin. Dankzij het <strong>duurzame materiaal</strong>, het <strong>speelse motief</strong> en de <strong>gemakkelijke schoonmaak</strong> geniet je direct van een frisse tafel zonder zorgen.</p> <h3>Bescherm en verfraai je tafel in één stap</h3> <p>Met dit <strong>tafelzeil</strong> geef je je tafel niet alleen een vrolijke, uitnodigende uitstraling dankzij het fris fruitmotief in rood-tinten, maar je zorgt ook voor optimale bescherming. Het <strong>PVC-materiaal</strong> is waterafstotend en slijtvast, waardoor gemorste drankjes en vlekken nauwelijks kans krijgen. Je verlengt de levensduur van je tafel zonder in te boeten op stijl.</p> <h3>Voor gezinnen, buiten & binnen</h3> <p>Of er nu wordt gegeten, geknutseld, gespeeld of geborreld: dit tafelzeil is ideaal voor <strong>binnen en buitengebruik</strong>. Dankzij de breedte van 140 cm bedek je een standaard tafel en creëer je direct een gastvrije setting. Het afwasbare oppervlak zorgt ervoor dat je met een vochtige doek snel klaar bent — geen gedoe met wasmachines of strijken.</p> <h3>Design met karakter</h3> <p>Het motief <strong>’Fris Fruit’</strong> geeft een speelse twist aan je interieur: denk aan appels, peren, aardbeien in een frisse opstelling tegen een rode achtergrond. Dit zorgt voor dynamiek en sfeer – perfect voor kinderfeestjes, informele diners of een zonnige tuinlunch.</p> <h3>Specificaties & gebruiksgemak</h3> <ul> <li> <p><strong>Materiaal:</strong> hoogwaardig PVC, eenvoudig afneembaar</p> </li> <li> <p><strong>Kleur:</strong> rood met fruitprint</p> </li> <li> <p><strong>Gebruik:</strong> geschikt voor binnen & buiten</p> </li> <li> <p><strong>Onderhoud:</strong> enkel afnemen met een vochtige doek; geen strijken of wassen nodig</p> </li> </ul> <h3>Waarom kiezen voor dit tafelzeil?</h3> <p>Veel mensen hebben wel eens de frustratie van een tafel die snel bevlekt is of lelijk oogt door slijtage. Door te kiezen voor dit tafelzeil voorkom je die zorg – je <strong>verliest niets meer aan uitstraling</strong> en wint tijd terug. Daarnaast voeg je met het design <strong>sociale sfeer</strong> toe: gasten merken op dat je tafel er verzorgd uitziet.</p> <h3>Call to action</h3> <p>Maak dus vandaag nog de keuze voor <strong>stijl, gemak en bescherming</strong> met dit Raved tafelzeil – bestel nu en geef je tafel direct een frisse, speelse look. Gebruik ‘m voor het dagelijkse ontbijt, een buiten-etentje of gewoon omdat je tafel wat extra aandacht verdient.</p>",1,999,,,,,,,Tafellaken,"Tafellaken,PVC,Tafelzeil,Rechthoek,Gebloemd,Fruit/groente,Raved","https://media.s-bol.com/ZnjX0J7vjE4E/BBPxp9k/1200x590.jpg, https://media.s-bol.com/Vj6ZQB3o6qQM/BBPxp9k/550x467.jpg, https://media.s-bol.com/RJ9B1x3k9m1q/BBPxp9k/550x550.jpg, https://media.s-bol.com/43XKky1gEKZg/2k73rXN/550x399.jpg, https://media.s-bol.com/gEzXx9RXA2DD/2k73rXN/550x500.jpg, https://media.s-bol.com/xxXjVrp560VB/2k73rXN/550x550.jpg, https://media.s-bol.com/Bm4E8Ywkv6O2/2k73rXN/550x488.jpg",,Raved,,Size,"140 x 50 cm, 140 x 100 cm, 140 x 140 cm, 140 x 160 cm, 140 x 180 cm, 140 x 200 cm, 140 x 220 cm, 140 x 230 cm, 140 x 240 cm, 140 x 250 cm, 140 x 260 cm, 140 x 270 cm, 140 x 280 cm, 140 x 290 cm, 140 x 300 cm, 140 x 310 cm, 140 x 320 cm, 140 x 350 cm",0,0,140 x 50 cm,,,,,
variation,9503327785526,Raved Tafelzeil – 140 cm x 50 cm – Kersen Rood – PVC – Afwasbaar,1,,visible,,,1,999,,,,,23.95,37.99,Tafellaken,,https://media.s-bol.com/3N1JmgAGLLXn/r0W5XmK/1200x1200.jpg,RAV-RAVEDTAFEL-9300000179282489,Raved,0,Size,140 x 50 cm,,0,,,,,,
variation,9503561463976,Raved Tafelzeil – 140 cm x 100 cm – Kersen Rood – PVC – Afwasbaar,1,,visible,,,1,999,,,,,23.95,37.99,Tafellaken,,https://media.s-bol.com/m5ZXWm3BLYG0/k5WKDrE/1200x1200.jpg,RAV-RAVEDTAFEL-9300000179282489,Raved,1,Size,140 x 100 cm,,0,,,,,,
variation,9506883651861,Raved Tafelzeil – 140 cm x 140 cm – Kersen Rood – PVC – Afwasbaar,1,,visible,,,1,999,,,,,23.95,37.99,Tafellaken,,https://media.s-bol.com/xgkjWAD9wowr/oYWK7j3/1200x1200.jpg,RAV-RAVEDTAFEL-9300000179282489,Raved,2,Size,140 x 140 cm,,0,,,,,,
variation,9503715968364,Raved Tafelzeil – 140 cm x 160 cm – Kersen Rood – PVC – Afwasbaar,1,,visible,,,1,999,,,,,23.95,37.99,Tafellaken,,https://media.s-bol.com/NJk1ogvj2LLK/vg65D8X/1200x1200.jpg,RAV-RAVEDTAFEL-9300000179282489,Raved,3,Size,140 x 160 cm,,0,,,,,,
variation,9504768585133,Raved Tafelzeil – 140 cm x 180 cm – Kersen Rood – PVC – Afwasbaar,1,,visible,,,1,999,,,,,23.95,37.99,Tafellaken,,https://media.s-bol.com/RN6Bvm3wRgKz/98vBODZ/1200x1200.jpg,RAV-RAVEDTAFEL-9300000179282489,Raved,4,Size,140 x 180 cm,,0,,,,,,
variation,9507562862172,Raved Tafelzeil – 140 cm x 200 cm – Kersen Rood – PVC – Afwasbaar,1,,visible,,,1,999,,,,,23.95,37.99,Tafellaken,,https://media.s-bol.com/EwRQLE5GmPym/g5WK6n3/1200x1200.jpg,RAV-RAVEDTAFEL-9300000179282489,Raved,5,Size,140 x 200 cm,,0,,,,,,
variation,9505371532538,Raved Tafelzeil – 140 cm x 220 cm – Kersen Rood – PVC – Afwasbaar,1,,visible,,,1,999,,,,,23.95,37.99,Tafellaken,,https://media.s-bol.com/JB6XkM3Y9WL9/g5WK62Y/1200x1200.jpg,RAV-RAVEDTAFEL-9300000179282489,Raved,6,Size,140 x 220 cm,,0,,,,,,
variation,9503162321392,Raved Tafelzeil – 140 cm x 230 cm – Kersen Rood – PVC – Afwasbaar,1,,visible,,,1,999,,,,,23.95,37.99,Tafellaken,,https://media.s-bol.com/8V2YrnQzB5R2/mwW6GYr/1200x1200.jpg,RAV-RAVEDTAFEL-9300000179282489,Raved,7,Size,140 x 230 cm,,0,,,,,,
variation,9504444661854,Raved Tafelzeil – 140 cm x 240 cm – Kersen Rood – PVC – Afwasbaar,1,,visible,,,1,999,,,,,23.95,37.99,Tafellaken,,https://media.s-bol.com/RN6Bvmz0Am1q/j2WML8R/1200x1200.jpg,RAV-RAVEDTAFEL-9300000179282489,Raved,8,Size,140 x 240 cm,,0,,,,,,
variation,9501393592642,Raved Tafelzeil – 140 cm x 250 cm – Kersen Rood – PVC – Afwasbaar,1,,visible,,,1,999,,,,,23.95,37.99,Tafellaken,,https://media.s-bol.com/Y8EXDw3qE01O/pgWK7kN/1200x1200.jpg,RAV-RAVEDTAFEL-9300000179282489,Raved,9,Size,140 x 250 cm,,0,,,,,,
variation,9507784829298,Raved Tafelzeil – 140 cm x 260 cm – Kersen Rood – PVC – Afwasbaar,1,,visible,,,1,999,,,,,23.95,37.99,Tafellaken,,https://media.s-bol.com/NJk1og37ABX2/wj65ZKM/1200x1200.jpg,RAV-RAVEDTAFEL-9300000179282489,Raved,10,Size,140 x 260 cm,,0,,,,,,
variation,9505694143961,Raved Tafelzeil – 140 cm x 270 cm – Kersen Rood – PVC – Afwasbaar,1,,visible,,,1,999,,,,,23.95,37.99,Tafellaken,,https://media.s-bol.com/w1pg6zJKk6xr/nZWX8gE/1200x1200.jpg,RAV-RAVEDTAFEL-9300000179282489,Raved,11,Size,140 x 270 cm,,0,,,,,,
variation,9507185865833,Raved Tafelzeil – 140 cm x 280 cm – Kersen Rood – PVC – Afwasbaar,1,,visible,,,1,999,,,,,23.95,37.99,Tafellaken,,https://media.s-bol.com/NJk1oEj2VzW6/j2WML0l/1200x1200.jpg,RAV-RAVEDTAFEL-9300000179282489,Raved,12,Size,140 x 280 cm,,0,,,,,,
variation,9506993171464,Raved Tafelzeil – 140 cm x 290 cm – Kersen Rood – PVC – Afwasbaar,1,,visible,,,1,999,,,,,23.95,37.99,Tafellaken,,https://media.s-bol.com/7R3JqmPJpknQ/8qrAOML/1200x1200.jpg,RAV-RAVEDTAFEL-9300000179282489,Raved,13,Size,140 x 290 cm,,0,,,,,,
variation,9503895327999,Raved Tafelzeil – 140 cm x 300 cm – Kersen Rood – PVC – Afwasbaar,1,,visible,,,1,999,,,,,23.95,37.99,Tafellaken,,https://media.s-bol.com/q1x8WqNNnA4y/0gjpO0K/1200x1200.jpg,RAV-RAVEDTAFEL-9300000179282489,Raved,14,Size,140 x 300 cm,,0,,,,,,
variation,9502573513884,Raved Tafelzeil – 140 cm x 310 cm – Kersen Rood – PVC – Afwasbaar,1,,visible,,,1,999,,,,,23.95,37.99,Tafellaken,,https://media.s-bol.com/JB6XkM3Y9lvK/lOWLD2r/1200x1200.jpg,RAV-RAVEDTAFEL-9300000179282489,Raved,15,Size,140 x 310 cm,,0,,,,,,
variation,9501512631757,Raved Tafelzeil – 140 cm x 320 cm – Kersen Rood – PVC – Afwasbaar,1,,visible,,,1,999,,,,,23.95,37.99,Tafellaken,,https://media.s-bol.com/xgkjWA3OvLEz/76qzOpr/1200x1200.jpg,RAV-RAVEDTAFEL-9300000179282489,Raved,16,Size,140 x 320 cm,,0,,,,,,
variation,9508419428121,Raved Tafelzeil – 140 cm x 350 cm – Kersen Rood – PVC – Afwasbaar,1,,visible,,,1,999,,,,,23.95,37.99,Tafellaken,,https://media.s-bol.com/JB6XkMmZjyPo/k5WKD75/1200x1200.jpg,RAV-RAVEDTAFEL-9300000179282489,Raved,17,Size,140 x 350 cm,,0,,,,,,
