ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global"
12617,variation,9505489423438,,"Raved Tafelzeil - Boerenbont Ruit Blauw - 140 x 250 cm",1,0,visible,,6013,,,taxable,parent,1,29,,0,0,0.5,250,140,0.3,0,,,"28,99",,,,https://ravedfabrics.com/wp-content/uploads/2022/09/Raved-tafelzeil-boerenbont-ruit-blauw-2.jpg,,,RAV-RAVEDTAFEL-12609,,,,,,10,,size,"140 x 250 cm",,0,,,,
12618,variation,9501912839197,,"Raved Tafelzeil - Boerenbont Ruit Blauw - 140 x 260 cm",1,0,visible,,6014,,,taxable,parent,1,28,,0,0,0.5,260,140,0.3,0,,,"29,99",,,,https://ravedfabrics.com/wp-content/uploads/2022/09/Raved-tafelzeil-boerenbont-ruit-blauw-2.jpg,,,RAV-RAVEDTAFEL-12609,,,,,,11,,size,"140 x 260 cm",,0,,,,
12611,variation,9502218456743,,"Raved Tafelzeil - Boerenbont Ruit Blauw - 140 x 160 cm",1,0,visible,,6007,,,taxable,parent,1,46,,0,0,0.5,160,140,0.3,0,,,"19,99",,,,https://ravedfabrics.com/wp-content/uploads/2022/09/Raved-tafelzeil-boerenbont-ruit-blauw-2.jpg,,,RAV-RAVEDTAFEL-12609,,,,,,4,,size,"140 x 160 cm",,0,,,,
12612,variation,9506638249589,,"Raved Tafelzeil - Boerenbont Ruit Blauw - 140 x 180 cm",1,0,visible,,6008,,,taxable,parent,1,41,,0,0,0.5,180,140,0.3,0,,,"21,99",,,,https://ravedfabrics.com/wp-content/uploads/2022/09/Raved-tafelzeil-boerenbont-ruit-blauw-2.jpg,,,RAV-RAVEDTAFEL-12609,,,,,,5,,size,"140 x 180 cm",,0,,,,
12613,variation,9503541894493,,"Raved Tafelzeil - Boerenbont Ruit Blauw - 140 x 200 cm",1,0,visible,,6009,,,taxable,parent,1,37,,0,0,0.5,200,140,0.3,0,,,"23,99",,,,https://ravedfabrics.com/wp-content/uploads/2022/09/Raved-tafelzeil-boerenbont-ruit-blauw-2.jpg,,,RAV-RAVEDTAFEL-12609,,,,,,6,,size,"140 x 200 cm",,0,,,,
12614,variation,9504425235494,,"Raved Tafelzeil - Boerenbont Ruit Blauw - 140 x 220 cm",1,0,visible,,6010,,,taxable,parent,1,33,,0,0,0.5,220,140,0.3,0,,,"25,99",,,,https://ravedfabrics.com/wp-content/uploads/2022/09/Raved-tafelzeil-boerenbont-ruit-blauw-2.jpg,,,RAV-RAVEDTAFEL-12609,,,,,,7,,size,"140 x 220 cm",,0,,,,
12610,variation,9507274635828,,"Raved Tafelzeil - Boerenbont Ruit Blauw - 140 x 140 cm",1,0,visible,,6004,,,taxable,parent,1,52,,0,0,0.5,140,140,0.3,0,,,"17,99",,,,https://ravedfabrics.com/wp-content/uploads/2022/09/Raved-tafelzeil-boerenbont-ruit-blauw-2.jpg,,,RAV-RAVEDTAFEL-12609,,,,,,3,,size,"140 x 140 cm",,0,,,,
12638,variation,9507458315461,,"Raved Tafelzeil - Boerenbont Ruit Blauw - 140 x 100 cm",1,0,visible,,6034,,,taxable,parent,1,74,,0,0,0.5,100,140,0.3,0,,,"14,99",,,,https://ravedfabrics.com/wp-content/uploads/2022/09/Raved-tafelzeil-boerenbont-ruit-blauw-2.jpg,,,RAV-RAVEDTAFEL-12609,,,,,,2,,size,"140 x 100 cm",,0,,,,
21769,variation,,,"Raved Tafelzeil - Boerenbont Ruit Blauw - Staaltje",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,50",,,,https://ravedfabrics.com/wp-content/uploads/2023/07/placeholder.jpg,,,RAV-RAVEDTAFEL-12609,,,,,,0,,size,Staaltje,,0,,,,
19757,variation,9506198272720,,"Raved Tafelzeil - Boerenbont Ruit Blauw - 140 x 50 cm",1,0,visible,,,,,taxable,parent,1,149,,0,0,0.5,50,140,0.3,0,,,"13,99",,,,https://ravedfabrics.com/wp-content/uploads/2023/07/placeholder.jpg,,,RAV-RAVEDTAFEL-12609,,,,,,1,,size,"140 x 50 cm",,0,,,,
